id,label,taxa_string,relative_abundance,prevalence,level
71fad064-5eb4-5119-8b2b-5c7721c666de,t__Porphyromonas gingivalis AJW4,d__Bacteria;k__;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Porphyromonas;s__Porphyromonas gingivalis;t__Porphyromonas gingivalis AJW4,0.0003320503556876,0.7857142857142857,L9
b9434e4e-cf64-5db4-9767-5d112148aa71,s__Alloprevotella sp. E39,d__Bacteria;k__;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Alloprevotella;s__Alloprevotella sp. E39,0.0001326107174946,0.9464285714285714,L8
2216a136-aaab-5a5f-8226-5a6ca120b0d2,g__Prevotella,d__Bacteria;k__;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella,0.0018130054935352,1.0,L7
614accdb-7464-5a3d-bdf4-c35ba69c2711,t__Prevotella sp. oral taxon 299 str. F0039,d__Bacteria;k__;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella sp. oral taxon 299;t__Prevotella sp. oral taxon 299 str. F0039,0.0009883983406735,1.0,L9
242e745e-bd14-5880-8e05-ffe0f1282947,t__Prevotella scopos JCM 17725,d__Bacteria;k__;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella scopos;t__Prevotella scopos JCM 17725,0.0008357669498185,1.0,L9
fd0e977d-3187-5cfc-9314-e73fc8d897cd,s__Prevotella jejuni,d__Bacteria;k__;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella jejuni,0.004608700685319,1.0,L8
bc465135-307b-5081-951e-53ce04682049,s__Prevotella enoeca,d__Bacteria;k__;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella enoeca,0.0009785897895636,1.0,L8
65bac863-4e8c-5039-9346-3d1b08108aa5,t__Prevotella fusca JCM 17724,d__Bacteria;k__;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella fusca;t__Prevotella fusca JCM 17724,0.0006071202638998,1.0,L9
52902974-a9b7-5bb8-b37c-1f6390d1e9e2,t__Prevotella dentalis DSM 3688,d__Bacteria;k__;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella dentalis;t__Prevotella dentalis DSM 3688,0.0004331122936963,1.0,L9
c5875a70-641d-590d-82a9-b6fac2c5e1ee,s__Prevotella oris,d__Bacteria;k__;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella oris,0.0029152640255853,1.0,L8
ffcf04f7-b1b3-5297-aa1c-d7ec360218c4,s__Prevotella melaninogenica,d__Bacteria;k__;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella melaninogenica,0.0111568998657106,1.0,L8
9b053814-f1cc-54f2-8308-228625076186,s__Prevotella intermedia,d__Bacteria;k__;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella intermedia,0.0055515126718891,1.0,L8
e3e55c62-19ee-50e9-b242-fea13bf6249d,t__Prevotella intermedia ATCC 25611 =_DSM 20706,d__Bacteria;k__;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella intermedia;t__Prevotella intermedia ATCC 25611 =_DSM 20706,0.000402156182799,1.0,L9
68a88653-e178-5990-bacb-d2499043518b,s__Prevotella denticola,d__Bacteria;k__;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella denticola,0.0014792768828845,1.0,L8
aba2bf9e-ad87-54f7-8588-ecf4013ce8be,t__Prevotella denticola F0289,d__Bacteria;k__;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella denticola;t__Prevotella denticola F0289,0.0015607154381275,1.0,L9
b660b909-cf50-55a0-a46a-71daab9ddee2,t__Olsenella uli DSM 7084,d__Bacteria;k__;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Olsenella;s__Olsenella uli;t__Olsenella uli DSM 7084,0.0001757016392214,0.9285714285714286,L9
69921418-e81c-5f33-91aa-7d790ad982f7,s__Olsenella sp. oral taxon 807,d__Bacteria;k__;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Olsenella;s__Olsenella sp. oral taxon 807,0.0006826805352915,1.0,L8
398c462c-8ddd-5c72-822a-138ffad828b8,t__Atopobium parvulum DSM 20469,d__Bacteria;k__;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Atopobium;s__Atopobium parvulum;t__Atopobium parvulum DSM 20469,0.0010115956243314,1.0,L9
931adac9-3665-5b1a-adfd-2554242dfee4,c__Actinobacteria,d__Bacteria;k__;p__Actinobacteria;c__Actinobacteria,0.0018693255112728,1.0,L4
df379b0e-fae7-5118-8c07-089594e45845,s__Cutibacterium acnes,d__Bacteria;k__;p__Actinobacteria;c__Actinobacteria;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;s__Cutibacterium acnes,0.0008357818717296,1.0,L8
f12f97c4-a982-5779-9dfe-9b2b8e505c6c,s__Pseudopropionibacterium propionicum,d__Bacteria;k__;p__Actinobacteria;c__Actinobacteria;o__Propionibacteriales;f__Propionibacteriaceae;g__Pseudopropionibacterium;s__Pseudopropionibacterium propionicum,0.0017510141438732,1.0,L8
34e64ebe-03ed-5baf-900f-32ef30c6e473,s__Propionibacterium acidifaciens,d__Bacteria;k__;p__Actinobacteria;c__Actinobacteria;o__Propionibacteriales;f__Propionibacteriaceae;g__Propionibacterium;s__Propionibacterium acidifaciens,0.0003196350238123,1.0,L8
1b901fea-e814-5262-ba85-08e95747ac20,g__Streptomyces,d__Bacteria;k__;p__Actinobacteria;c__Actinobacteria;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces,0.0002023574685438,1.0,L7
a9097c98-4c61-5e23-a299-579f51cd6fcc,s__Bifidobacterium longum,d__Bacteria;k__;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium longum,0.0001496173999945,0.9285714285714286,L8
3a3b9976-a60e-5a9e-90b7-0dd61f7c34fb,s__Bifidobacterium dentium,d__Bacteria;k__;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium dentium,0.0004588410287093,0.8928571428571429,L8
